,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
1091,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
1092,Pneumonia,3,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0
1093,Pneumonia,4,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,0
1094,Pneumonia,3,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,0
1095,Pneumonia,3,4,7,4,3,6,5,7,5,4,0,0,0,0,0,0,0
1096,Pneumonia,3,4,4,4,3,6,5,7,5,4,0,0,0,0,0,0,0
1097,Pneumonia,3,4,4,7,3,6,5,7,5,4,0,0,0,0,0,0,0
1098,Pneumonia,3,4,4,7,4,6,5,7,5,4,0,0,0,0,0,0,0
1099,Pneumonia,3,4,4,7,4,3,5,7,5,4,0,0,0,0,0,0,0
1100,Dimorphichemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
1101,Dimorphichemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
1102,Dimorphichemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
1103,Dimorphichemmorhoids(piles),5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,Dimorphichemmorhoids(piles),4,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,Dimorphichemmorhoids(piles),4,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,Dimorphichemmorhoids(piles),4,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,Dimorphichemmorhoids(piles),4,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,Dimorphichemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
1109,Dimorphichemmorhoids(piles),4,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0
1110,Heartattack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,Heartattack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,Heartattack,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,Heartattack,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,Heartattack,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,Heartattack,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,Heartattack,5,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,Heartattack,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,Heartattack,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,Heartattack,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,Varicoseveins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
1121,Varicoseveins,4,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0
1122,Varicoseveins,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0
1123,Varicoseveins,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0
1124,Varicoseveins,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0
1125,Varicoseveins,4,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0
1126,Varicoseveins,4,4,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0
1127,Varicoseveins,4,4,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0
1128,Varicoseveins,4,4,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0
1129,Varicoseveins,4,4,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0
1130,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
1131,Hypothyroidism,4,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0
1132,Hypothyroidism,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,0
1133,Hypothyroidism,3,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,0
1134,Hypothyroidism,4,5,3,2,4,5,6,5,5,3,2,6,0,0,0,0,0
1135,Hypothyroidism,4,3,3,2,4,5,6,5,5,3,2,6,0,0,0,0,0
1136,Hypothyroidism,4,3,5,2,4,5,6,5,5,3,2,6,0,0,0,0,0
1137,Hypothyroidism,4,3,5,3,4,5,6,5,5,3,2,6,0,0,0,0,0
1138,Hypothyroidism,4,3,5,3,2,5,6,5,5,3,2,6,0,0,0,0,0
1139,Hypothyroidism,4,3,5,3,2,4,6,5,5,3,2,6,0,0,0,0,0
1140,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
1141,Hyperthyroidism,4,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0
1142,Hyperthyroidism,3,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,0
1143,Hyperthyroidism,4,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,0
1144,Hyperthyroidism,4,3,5,3,6,5,4,2,2,6,0,0,0,0,0,0,0
1145,Hyperthyroidism,4,3,3,3,6,5,4,2,2,6,0,0,0,0,0,0,0
1146,Hyperthyroidism,4,3,3,5,6,5,4,2,2,6,0,0,0,0,0,0,0
1147,Hyperthyroidism,4,3,3,5,3,5,4,2,2,6,0,0,0,0,0,0,0
1148,Hyperthyroidism,4,3,3,5,3,6,4,2,2,6,0,0,0,0,0,0,0
1149,Hyperthyroidism,4,3,3,5,3,6,5,2,2,6,0,0,0,0,0,0,0
1150,Hypoglycemia,5,4,4,3,3,5,5,4,4,2,4,0,0,0,0,0,0
1151,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
1152,Hypoglycemia,5,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0
1153,Hypoglycemia,4,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,0
1154,Hypoglycemia,5,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,0
1155,Hypoglycemia,5,4,3,3,5,5,4,4,4,2,4,0,0,0,0,0,0
1156,Hypoglycemia,5,4,4,3,5,5,4,4,4,2,4,0,0,0,0,0,0
1157,Hypoglycemia,5,4,4,3,5,5,4,4,4,2,4,0,0,0,0,0,0
1158,Hypoglycemia,5,4,4,3,3,5,4,4,4,2,4,0,0,0,0,0,0
1159,Hypoglycemia,5,4,4,3,3,5,4,4,4,2,4,0,0,0,0,0,0
1160,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
1161,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
1162,Osteoarthristis,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1163,Osteoarthristis,3,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1164,Osteoarthristis,3,5,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1165,Osteoarthristis,3,5,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1166,Osteoarthristis,3,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1167,Osteoarthristis,3,5,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0
1168,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
1169,Osteoarthristis,3,5,3,2,5,2,0,0,0,0,0,0,0,0,0,0,0
1170,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1171,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1172,Arthritis,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,Arthritis,2,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,Arthritis,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,Arthritis,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1177,Arthritis,2,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1179,Arthritis,2,4,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0
1180,(vertigo)ParoymsalPositionalVertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
1181,(vertigo)ParoymsalPositionalVertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
1182,(vertigo)ParoymsalPositionalVertigo,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1183,(vertigo)ParoymsalPositionalVertigo,5,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1184,(vertigo)ParoymsalPositionalVertigo,5,3,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1185,(vertigo)ParoymsalPositionalVertigo,5,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1186,(vertigo)ParoymsalPositionalVertigo,5,3,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0
1187,(vertigo)ParoymsalPositionalVertigo,5,3,5,6,4,0,0,0,0,0,0,0,0,0,0,0,0
1188,(vertigo)ParoymsalPositionalVertigo,5,3,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0
1189,(vertigo)ParoymsalPositionalVertigo,5,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1190,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,Acne,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,Acne,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1197,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,Acne,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,Urinarytractinfection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,Urinarytractinfection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,Urinarytractinfection,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,Urinarytractinfection,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,Urinarytractinfection,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,Urinarytractinfection,6,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,Urinarytractinfection,6,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,Urinarytractinfection,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,Urinarytractinfection,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,Urinarytractinfection,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
1211,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
1212,Psoriasis,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1213,Psoriasis,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1214,Psoriasis,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1215,Psoriasis,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1216,Psoriasis,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1217,Psoriasis,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0
1218,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
1219,Psoriasis,3,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0
1220,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1221,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1222,Impetigo,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,Impetigo,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,Impetigo,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,Impetigo,3,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,Impetigo,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,Impetigo,3,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,Impetigo,3,7,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1229,Impetigo,3,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,Fungalinfection,1,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,Fungalinfection,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,Fungalinfection,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,Fungalinfection,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,Fungalinfection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,Fungalinfection,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,Fungalinfection,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,Fungalinfection,1,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,Fungalinfection,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,Fungalinfection,1,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,Allergy,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,Allergy,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,Allergy,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,Allergy,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,Allergy,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,Allergy,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,Allergy,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,Allergy,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,Allergy,4,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,GERD,5,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0
1251,GERD,5,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0
1252,GERD,5,3,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0
1253,GERD,5,3,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0
1254,GERD,5,3,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0
1255,GERD,5,3,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1256,GERD,3,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0
1257,GERD,5,4,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0
1258,GERD,5,3,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0
1259,GERD,5,3,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0
1260,Chroniccholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
1261,Chroniccholestasis,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0
1262,Chroniccholestasis,1,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0
1263,Chroniccholestasis,1,5,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0
1264,Chroniccholestasis,1,5,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0
1265,Chroniccholestasis,1,5,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0
1266,Chroniccholestasis,1,5,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0
1267,Chroniccholestasis,1,5,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0
1268,Chroniccholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
1269,Chroniccholestasis,1,5,3,5,4,4,4,0,0,0,0,0,0,0,0,0,0
1270,DrugReaction,1,3,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0
1271,DrugReaction,1,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,DrugReaction,1,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,DrugReaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,DrugReaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,DrugReaction,3,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,DrugReaction,1,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,DrugReaction,1,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,DrugReaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,DrugReaction,1,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,Pepticulcerdiseae,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1281,Pepticulcerdiseae,5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1282,Pepticulcerdiseae,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1283,Pepticulcerdiseae,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1284,Pepticulcerdiseae,5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1285,Pepticulcerdiseae,5,5,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1286,Pepticulcerdiseae,5,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1287,Pepticulcerdiseae,5,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0
1288,Pepticulcerdiseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
1289,Pepticulcerdiseae,5,5,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0
1290,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,AIDS,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1292,AIDS,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,AIDS,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,AIDS,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,AIDS,3,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,AIDS,6,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,AIDS,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,AIDS,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
1301,Diabetes,4,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0
1302,Diabetes,3,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0,0
1303,Diabetes,4,5,2,5,5,4,4,5,4,0,0,0,0,0,0,0,0
1304,Diabetes,4,3,2,5,5,4,4,5,4,0,0,0,0,0,0,0,0
1305,Diabetes,4,3,5,5,5,4,4,5,4,0,0,0,0,0,0,0,0
1306,Diabetes,4,3,5,2,5,4,4,5,4,0,0,0,0,0,0,0,0
1307,Diabetes,4,3,5,2,5,4,4,5,4,0,0,0,0,0,0,0,0
1308,Diabetes,4,3,5,2,5,5,4,5,4,0,0,0,0,0,0,0,0
1309,Diabetes,4,3,5,2,5,5,4,5,4,0,0,0,0,0,0,0,0
1310,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,Gastroenteritis,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,Gastroenteritis,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,Gastroenteritis,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,Gastroenteritis,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,Gastroenteritis,5,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1317,Gastroenteritis,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,Gastroenteritis,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,Gastroenteritis,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,BronchialAsthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
1321,BronchialAsthma,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1322,BronchialAsthma,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1323,BronchialAsthma,4,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1324,BronchialAsthma,4,4,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1325,BronchialAsthma,4,4,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1326,BronchialAsthma,4,4,7,4,5,0,0,0,0,0,0,0,0,0,0,0,0
1327,BronchialAsthma,4,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0
1328,BronchialAsthma,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1329,BronchialAsthma,4,7,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0
1330,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
1331,Hypertension,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,Hypertension,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1333,Hypertension,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,Hypertension,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,Hypertension,3,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,Hypertension,3,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0
1337,Hypertension,7,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,Hypertension,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,Hypertension,3,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,Migraine,3,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0
1341,Migraine,5,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0,0
1342,Migraine,3,3,5,4,4,3,2,3,0,0,0,0,0,0,0,0,0
1343,Migraine,3,5,5,4,4,3,2,3,0,0,0,0,0,0,0,0,0
1344,Migraine,3,5,3,4,4,3,2,3,0,0,0,0,0,0,0,0,0
1345,Migraine,3,5,3,5,4,3,2,3,0,0,0,0,0,0,0,0,0
1346,Migraine,3,5,3,5,4,3,2,3,0,0,0,0,0,0,0,0,0
1347,Migraine,3,5,3,5,4,4,2,3,0,0,0,0,0,0,0,0,0
1348,Migraine,3,5,3,5,4,4,3,3,0,0,0,0,0,0,0,0,0
1349,Migraine,3,5,3,5,4,4,3,2,0,0,0,0,0,0,0,0,0
1350,Cervicalspondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1351,Cervicalspondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1352,Cervicalspondylosis,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,Cervicalspondylosis,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,Cervicalspondylosis,3,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,Cervicalspondylosis,3,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,Cervicalspondylosis,3,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,Cervicalspondylosis,3,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0
1358,Cervicalspondylosis,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,Cervicalspondylosis,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,Paralysis(brainhemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,Paralysis(brainhemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,Paralysis(brainhemorrhage),3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,Paralysis(brainhemorrhage),5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,Paralysis(brainhemorrhage),5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,Paralysis(brainhemorrhage),5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,Paralysis(brainhemorrhage),5,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,Paralysis(brainhemorrhage),3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,Paralysis(brainhemorrhage),5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,Paralysis(brainhemorrhage),5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
1371,Jaundice,1,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0
1372,Jaundice,5,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0,0
1373,Jaundice,1,4,3,7,3,4,4,0,0,0,0,0,0,0,0,0,0
1374,Jaundice,1,5,3,7,3,4,4,0,0,0,0,0,0,0,0,0,0
1375,Jaundice,1,5,4,7,3,4,4,0,0,0,0,0,0,0,0,0,0
1376,Jaundice,1,5,4,3,3,4,4,0,0,0,0,0,0,0,0,0,0
1377,Jaundice,1,5,4,3,7,4,4,0,0,0,0,0,0,0,0,0,0
1378,Jaundice,1,5,4,3,7,3,4,0,0,0,0,0,0,0,0,0,0
1379,Jaundice,1,5,4,3,7,3,4,0,0,0,0,0,0,0,0,0,0
1380,Malaria,3,5,7,3,3,5,2,0,0,0,0,0,0,0,0,0,0
1381,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
1382,Malaria,3,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0
1383,Malaria,5,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0,0
1384,Malaria,3,7,3,3,5,6,2,0,0,0,0,0,0,0,0,0,0
1385,Malaria,3,5,3,3,5,6,2,0,0,0,0,0,0,0,0,0,0
1386,Malaria,3,5,7,3,5,6,2,0,0,0,0,0,0,0,0,0,0
1387,Malaria,3,5,7,3,5,6,2,0,0,0,0,0,0,0,0,0,0
1388,Malaria,3,5,7,3,3,6,2,0,0,0,0,0,0,0,0,0,0
1389,Malaria,3,5,7,3,3,5,2,0,0,0,0,0,0,0,0,0,0
1390,Chickenpox,1,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0
1391,Chickenpox,3,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0,0
1392,Chickenpox,1,4,2,7,3,4,5,6,6,3,0,0,0,0,0,0,0
1393,Chickenpox,1,3,2,7,3,4,5,6,6,3,0,0,0,0,0,0,0
1394,Chickenpox,1,3,4,7,3,4,5,6,6,3,0,0,0,0,0,0,0
1395,Chickenpox,1,3,4,2,3,4,5,6,6,3,0,0,0,0,0,0,0
1396,Chickenpox,1,3,4,2,7,4,5,6,6,3,0,0,0,0,0,0,0
